Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3,103.43215326007409,0,6.605611215183293,21,1546.2732120995329,0.33425708397699033,0.16001966161156966,0.0,0.2,Feb,2,1,2,4,New_Visitor,TRUE,FALSE
6,215.3608134141141,0,0.0,19,1473.7416523591887,0.15434867730683627,0.3193226027640927,0.0,0.4,Nov,3,3,6,3,Returning_Visitor,FALSE,FALSE
7,247.55319442048716,1,37.15837832829277,13,945.4370699638238,0.17078880639972313,0.21351301195150008,0.0,0.0,Oct,2,1,2,2,Returning_Visitor,TRUE,TRUE
6,182.52979724521734,0,60.60743375917886,14,1226.3033791030048,0.3674524664256823,0.24716207873083132,0.0,0.2,Oct,2,2,1,6,Returning_Visitor,FALSE,FALSE
1,51.376360050321644,0,38.409745750841346,16,1174.5213116560062,0.17406034927544226,0.30791064583974886,0.0,0.0,June,1,5,3,1,Returning_Visitor,TRUE,FALSE
10,368.1121515029953,0,0.5791512721153165,38,2556.6998887110003,0.3381744398757261,0.27398579957555225,20.48475542014257,0.2,May,1,5,1,1,Returning_Visitor,FALSE,FALSE
1,37.67453434990189,0,26.210216471699763,10,759.7042216341594,0.03893424183336456,0.34894128954051945,0.0,0.0,Oct,1,8,1,2,Returning_Visitor,TRUE,FALSE
1,54.53780950843615,0,0.0,32,2435.941259057562,0.058116781871462894,0.19668761478044014,0.0,0.4,Feb,2,1,5,3,New_Visitor,TRUE,TRUE
3,87.81875703129086,0,1.0411466702590617,36,2655.970198497536,0.011579205543041341,0.17051811023142435,0.0,0.0,Feb,1,5,1,1,Returning_Visitor,FALSE,FALSE
2,102.92129361774761,0,32.34913780293579,9,799.5777210645956,0.1196588875480645,0.13910967562437426,0.0,0.0,Sep,1,3,2,11,Returning_Visitor,FALSE,FALSE
2,52.78409552713214,0,2.578017413603824,18,1425.2541317634586,0.06071617505710362,0.20033370382526433,0.0,0.4,May,1,1,1,14,Returning_Visitor,FALSE,FALSE
2,90.01563434188213,0,0.0,15,1143.069031695484,0.1561791280129999,0.30583766803979406,0.0,0.4,Oct,1,1,3,4,Returning_Visitor,TRUE,TRUE
8,283.8598144072099,0,0.0,25,1987.0732821355502,0.059933532916751624,0.2635347112455012,0.0,0.0,May,1,7,2,2,Returning_Visitor,FALSE,FALSE
2,77.66853961164286,2,128.39637652737528,40,2879.336553950841,0.23088177273846877,0.2809055165581842,0.0,0.0,Oct,1,2,4,2,Returning_Visitor,FALSE,FALSE
12,445.25803626028,0,19.122907151138723,19,1276.9220999667739,0.11373537112909377,0.10636054899934445,0.0,0.6,Jul,2,1,2,2,Returning_Visitor,TRUE,FALSE
6,222.5437372797344,1,102.33032007198922,20,1487.1490341817946,0.2802839266365286,0.06365353853111982,0.0,1.0,Nov,1,1,1,2,Returning_Visitor,FALSE,FALSE
8,264.78544842936293,0,0.0,9,788.1348755880758,0.08129536167546185,0.058622014364867,0.0,0.0,Aug,1,1,2,5,Returning_Visitor,FALSE,FALSE
4,150.80425138508548,3,193.5764574115905,34,2621.8742583054586,0.11902949290626906,0.18476774248083444,21.100082781318413,0.0,Sep,1,1,3,1,Returning_Visitor,TRUE,TRUE
5,217.40433808439786,0,0.0,9,580.8861815970173,0.17044264404722584,0.13619837122760267,0.0,0.4,Dec,1,1,5,2,Returning_Visitor,FALSE,FALSE
4,177.61952990654007,0,0.0,9,534.2773034246438,0.2328540711747048,0.20273522601313496,0.0,0.0,June,2,3,5,2,Returning_Visitor,TRUE,FALSE
1,55.41080396503594,0,6.494044659784159,4,360.4627266115187,0.1548734565857621,0.340337435885916,0.0,0.0,May,1,7,2,2,New_Visitor,TRUE,FALSE
7,254.4289168011841,1,25.606614093851583,11,868.675247056648,0.1309885390768572,0.15429729782861654,0.0,0.0,June,1,2,4,1,Other,FALSE,FALSE
1,19.387343468035958,3,175.4122233140081,14,990.5012559001183,0.1202000227969462,0.05377413076093165,0.0,0.0,Dec,1,9,7,14,Returning_Visitor,FALSE,FALSE
9,323.6282670689462,0,0.0,17,1333.7843067480544,0.20420611543159414,0.22495580452081856,0.0,0.2,June,1,4,2,1,New_Visitor,FALSE,FALSE
8,278.51117810449585,0,0.0,7,439.99608930144757,0.2671461052173037,0.1267086746593421,0.0,0.0,Oct,1,1,4,18,Returning_Visitor,FALSE,FALSE
5,164.1748464367538,0,23.140959356454022,9,667.9544339090363,0.030792696754105574,0.17569728943591212,0.0,0.2,Aug,2,1,3,12,Returning_Visitor,FALSE,FALSE
10,346.37455189628037,0,0.0,14,1030.4110247235117,0.3596975987973684,0.18415552733390386,0.0,0.2,June,3,3,6,3,Returning_Visitor,FALSE,FALSE
3,90.14816340155402,0,0.0,12,804.6558876097649,0.12266644295251909,0.4035047323276485,0.0,0.6,Jul,2,5,2,2,Returning_Visitor,FALSE,FALSE
2,116.80046562328111,0,0.0,7,324.31755454304215,0.10964939224114006,0.2013524775568176,0.0,0.0,Oct,4,2,1,1,Returning_Visitor,FALSE,FALSE
3,97.36673108894365,0,65.6111888651402,24,1681.030361482558,0.3050034346402807,0.259699605367118,0.0,0.0,Aug,3,2,3,17,Returning_Visitor,FALSE,TRUE
6,226.17645801980171,0,0.0,27,2036.9423010370758,0.2025182488140411,0.385547054496855,0.0,0.0,Aug,2,3,2,3,Returning_Visitor,FALSE,FALSE
0,0.22746522779007156,0,0.0,20,1697.3724683652922,0.19624937043591306,0.27906546556978507,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,FALSE,FALSE
4,114.52550817640028,2,130.1016863301829,10,762.2174329376135,0.23768435702398102,0.23950851202708895,0.0,0.0,Nov,1,2,1,1,Other,FALSE,FALSE
9,313.3492688386588,0,5.929886749005446,17,1209.2301023838568,0.047950089904941574,0.17878635550612604,0.0,0.2,Aug,1,1,1,2,Returning_Visitor,FALSE,FALSE
3,106.49647773669047,0,0.0,38,2970.783265583611,0.10957388540982729,0.1478501876209016,0.0,0.0,June,1,3,2,12,Returning_Visitor,FALSE,TRUE
14,520.4035071691341,0,0.0,18,1472.1760524701353,0.29190654105536884,0.038210109354027404,0.0,0.0,Jul,1,4,3,13,New_Visitor,FALSE,FALSE
4,137.95766800017793,0,18.112333808925882,27,2018.0534486168178,0.1801011466686124,0.17062187357350972,0.0,0.0,June,3,2,7,19,Returning_Visitor,TRUE,FALSE
0,0.0,0,0.0,10,734.9638040100031,0.057609150408871185,0.11072875429267758,7.778657866554642,0.0,Jul,1,1,4,1,Returning_Visitor,FALSE,FALSE
9,292.36226511757957,0,15.566426717888872,10,832.1532529111895,0.045354752048074244,0.2046663489522185,19.008749952099844,0.0,Oct,1,4,6,11,Returning_Visitor,FALSE,TRUE
1,55.77856300304799,0,0.47514628314292506,11,802.3573835079404,0.46600705435430856,0.41002738894529883,0.0,0.0,June,1,2,4,4,Returning_Visitor,TRUE,FALSE
1,22.269029746045568,0,9.107696216350543,10,676.7951497794695,0.22637252905558108,0.1264012427784426,0.0,0.0,Nov,1,2,8,3,Returning_Visitor,FALSE,FALSE
5,176.93966380509445,0,0.0,25,1883.446747032719,0.08353393820659408,0.2205118626491087,0.0,0.0,Mar,2,1,4,1,Returning_Visitor,FALSE,FALSE
4,105.83995097024636,1,81.5952652028983,19,1431.2281292207836,0.15179091514266374,0.17828522257169596,0.0,0.0,May,1,1,8,3,Returning_Visitor,FALSE,FALSE
11,418.70234428574224,0,0.0,7,399.162011825531,0.37627103064976014,0.3949865880724245,0.0,0.4,Dec,1,1,3,3,New_Visitor,TRUE,FALSE
7,225.95878215369405,0,0.0,38,2881.2324425515835,0.10842616800550223,0.23877955023830458,0.0,0.0,June,1,4,6,11,Returning_Visitor,TRUE,FALSE
2,88.31377369524678,0,0.0,21,1577.4800950601164,0.21547708654820727,0.11172193674417084,0.0,0.0,Mar,3,4,3,3,Returning_Visitor,TRUE,FALSE
7,266.93558559366426,0,0.0,24,1806.3104273682777,0.17063482522428516,0.31983975584304253,0.0,0.0,Dec,1,1,2,20,Returning_Visitor,TRUE,FALSE
5,217.61766190021717,0,0.0,23,1715.6041619302607,0.3095543536608521,0.08029948060570953,0.0,0.0,June,1,3,2,3,Returning_Visitor,FALSE,FALSE
13,434.60288316441404,0,10.010327281358885,11,770.555327260079,0.1546289877519136,0.4936522260378573,0.0,0.0,May,1,2,2,16,Returning_Visitor,TRUE,FALSE
1,36.4259054221836,0,0.0,21,1615.7016457081465,0.2789631648828157,0.14340309519602892,0.0,0.0,May,3,2,1,3,Returning_Visitor,TRUE,TRUE
7,304.1063374520088,0,8.01194785360611,15,1159.8552600992625,0.15075861510993188,0.09032211843575583,0.0,0.0,May,2,4,3,3,Returning_Visitor,FALSE,TRUE
4,128.19032549215598,0,44.370039361512006,60,4606.79523023446,0.06589437498265169,0.2914111181272657,0.0,0.4,May,2,2,2,1,New_Visitor,FALSE,FALSE
9,313.5782757979127,0,22.55399716463375,10,969.069201175085,0.10482993125755918,0.017991386922445743,0.0,0.0,Jul,1,5,2,3,New_Visitor,FALSE,FALSE
2,85.5358581874496,0,0.0,14,994.4380708113824,0.2297432147412589,0.12624694440544276,0.0,0.0,Nov,3,2,2,19,Returning_Visitor,FALSE,FALSE
4,159.15030135389722,0,13.83420277788905,20,1436.7367025349997,0.17763853450808847,0.1739006345070069,0.0,0.0,June,1,2,4,2,Returning_Visitor,FALSE,FALSE
4,178.68040224892957,1,90.80582448379708,10,844.4303340848043,0.09725536164428217,0.17726716155405722,0.0,0.0,Oct,1,1,3,13,Returning_Visitor,FALSE,TRUE
2,59.595419528339335,0,0.0,21,1751.4881424057023,0.07063138931819712,0.19024972193527181,0.0,0.2,Feb,1,3,1,2,Returning_Visitor,FALSE,FALSE
9,304.95266734009135,0,41.68159295739809,11,873.5109586483492,0.44830342128364803,0.16000281636971522,0.0,0.0,Sep,3,2,2,4,New_Visitor,FALSE,FALSE
7,248.28156293078075,2,125.59988695612087,12,1000.4298709024964,0.18423869007743338,0.043287326550408685,0.0,0.2,Dec,1,3,3,3,Returning_Visitor,FALSE,FALSE
1,69.06183298343205,0,20.823614637147166,11,761.4634362030422,0.10213117483092024,0.08984216103684381,0.0,0.0,Jul,3,2,2,15,Returning_Visitor,TRUE,FALSE
2,58.088546820103346,0,0.0,8,626.8739935379755,0.16276184019589668,0.12465067977571055,7.532890009318356,0.4,Jul,1,3,2,20,Returning_Visitor,FALSE,TRUE
6,203.93403894278646,0,9.96740013513147,11,754.3386837454665,0.3547644959131743,0.10978139797376164,0.0,0.0,May,1,3,4,3,Returning_Visitor,TRUE,FALSE
17,584.1584776222263,0,0.0,28,1921.9172242109428,0.22102444521204173,0.2797672241708126,0.0,0.0,Oct,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0.0,1,62.42316885686454,30,1974.9867211639544,0.27253322504737526,0.3029610073826267,0.0,0.0,Sep,2,3,2,3,Returning_Visitor,TRUE,FALSE
11,375.05095779922505,0,15.169007208924965,44,3439.6257089128335,0.3433708462622248,0.16434113767967223,0.0,1.0,June,1,6,7,3,Returning_Visitor,FALSE,FALSE
5,182.90862106706786,0,0.0,8,619.1809014827851,0.2845107791916277,0.3703118443753785,16.726412815484615,0.0,Jul,2,1,3,3,Returning_Visitor,FALSE,FALSE
3,100.1916183653966,0,0.0,6,351.71121603104206,0.25687416652334333,0.22463357341270082,0.0,0.0,Oct,2,2,1,3,Returning_Visitor,FALSE,FALSE
3,125.8047489252811,0,61.307016693826,12,1166.098672842856,0.269778683087003,0.42866512680629204,26.43008407432474,0.4,June,1,3,2,2,Returning_Visitor,TRUE,TRUE
2,70.2476560183647,0,31.304565780749613,24,1825.0648446656817,0.18327929452676114,0.06260106145040324,0.0,0.2,Jul,1,2,1,17,Returning_Visitor,FALSE,FALSE
3,68.89809288850925,0,15.45356732612785,12,794.9789769857821,0.3648290794353941,0.09332341686541992,0.0,0.0,Oct,1,1,2,3,New_Visitor,FALSE,FALSE
1,66.45191261100959,0,4.78643908624899,14,1059.2356225553206,0.2878802619797131,0.14516549206704446,0.0,0.0,May,1,1,2,1,New_Visitor,FALSE,FALSE
3,121.45916102671502,0,28.650658966091203,15,1242.7963461423026,0.10597305308740843,0.04029922432336506,0.0,0.0,Nov,1,2,2,2,Returning_Visitor,FALSE,FALSE
4,163.88404101538856,0,0.0,9,628.9484732817707,0.16850102380837187,0.24060594555514386,0.0,0.0,Mar,1,6,2,2,Returning_Visitor,FALSE,FALSE
6,204.45061297373513,0,20.612100422232178,8,550.099502712127,0.22084269328106185,0.11954213573126694,0.0,0.0,Sep,1,3,3,2,Returning_Visitor,FALSE,TRUE
0,41.335211345997436,0,0.0,31,2472.7161202154643,0.1382022209472849,0.05188380446646142,0.0,0.0,Sep,2,11,4,2,Returning_Visitor,TRUE,FALSE
0,15.19830912185598,0,0.0,18,1349.9412571741595,0.11726745179012431,0.1413948717332002,0.0,0.0,Sep,1,2,1,1,Returning_Visitor,FALSE,FALSE
4,155.2342668142104,0,0.0,7,473.7512338704431,0.4307908538265712,0.33201948978248635,0.0,0.0,Aug,3,1,2,3,Returning_Visitor,FALSE,FALSE
15,481.8114952641848,0,44.043793853051476,21,1483.8110906689817,0.18502472297377914,0.14916529326583652,0.0,0.4,Dec,3,4,3,3,Returning_Visitor,FALSE,FALSE
8,276.5860046787984,0,43.00154086037184,17,1163.439304762638,0.10339055564967435,0.3660196524188049,0.0,0.0,Oct,4,1,6,1,Returning_Visitor,FALSE,TRUE
1,47.94802373800713,0,10.096449214997676,21,1420.3121377065395,0.012415835479065274,0.05839333708152057,4.428519225243993,0.0,Sep,3,2,3,1,Returning_Visitor,FALSE,TRUE
1,41.22277927739337,0,0.0,14,1057.0208129546747,0.10582290143021025,0.06351174768731727,0.0,0.0,May,3,2,3,3,Returning_Visitor,TRUE,FALSE
6,198.8748743058637,0,0.0,23,1817.0780576838195,0.3373861027892257,0.06721172005286012,0.0,0.2,Oct,1,8,3,1,New_Visitor,TRUE,FALSE
4,85.08108727200491,0,34.773676201670305,32,2400.3849215013015,0.05942991361232406,0.2820814965540051,0.0,0.0,Nov,4,3,2,2,Returning_Visitor,FALSE,FALSE
1,38.778398203357476,0,0.0,7,474.3756670260061,0.09242654750412484,0.03638700133125413,0.0,0.0,Oct,1,1,1,2,Returning_Visitor,TRUE,FALSE
0,6.556131053552772,0,18.265968473431183,17,1097.157143640054,0.06094470100326573,0.11615721218028932,0.0,0.8,Aug,1,4,4,1,Returning_Visitor,FALSE,FALSE
1,64.2940812681646,0,14.252496591875342,29,2263.728447073989,0.27645421804398906,0.3029439667144039,0.0,0.0,Jul,3,3,6,1,New_Visitor,FALSE,FALSE
1,47.93853850019641,0,62.58091775438712,1,0.0,0.07724517415570399,0.02600547577068746,0.0,0.0,June,3,1,2,13,Returning_Visitor,FALSE,FALSE
3,108.98960332949157,3,161.69527279405992,42,3006.253964438102,0.08204644078271246,0.2322104222468716,0.0,0.0,June,1,1,1,19,Returning_Visitor,TRUE,FALSE
7,247.55090675325138,0,7.802942158793307,22,1769.2096474529458,0.053825906505120744,0.034037538944282755,0.0,0.8,Jul,1,6,3,6,Other,FALSE,FALSE
3,108.47020431012098,0,0.0,10,862.0227047670302,0.2031626628904954,0.08957312478421986,11.831572734831246,0.0,May,1,1,5,20,New_Visitor,FALSE,TRUE
14,480.98925541786,0,0.0,12,844.013533938406,0.08004909755385081,0.1408714103035524,0.0,0.0,Dec,8,1,1,11,Returning_Visitor,FALSE,TRUE
7,236.51975406334773,1,68.83706178695874,11,870.4197141898967,0.1169289199564259,0.227370891174831,0.0,0.0,Dec,1,2,1,15,Returning_Visitor,TRUE,FALSE
4,144.14686347752487,0,20.209558693970273,4,338.91526351290247,0.07274340033614571,0.14117379983294195,0.0,0.0,Jul,2,1,3,1,Returning_Visitor,TRUE,FALSE
8,305.50509477204656,0,0.0,21,1744.640699003109,0.2676682822070349,0.24737526140692334,0.0,0.0,Sep,3,3,1,1,Returning_Visitor,FALSE,FALSE
9,331.0039004328515,0,17.130543659177334,30,2128.794191211364,0.304716180238785,0.11299611174194783,0.0,0.0,Nov,6,3,5,1,Returning_Visitor,FALSE,FALSE
4,150.35807908565613,0,0.0,29,2211.528653601901,0.3153962148985369,0.06623294393316655,30.511377389059465,0.2,Feb,2,1,3,3,Returning_Visitor,FALSE,FALSE
8,251.06296178364497,0,0.0,8,492.7122290880368,0.18825231433651832,0.3543877118697364,0.0,0.0,May,1,3,2,1,New_Visitor,TRUE,FALSE
1,54.356996323683376,0,11.895431147675755,19,1545.7319801684887,0.14962910798188594,0.1661890824710707,34.336656693354016,0.0,Dec,2,3,1,3,Returning_Visitor,FALSE,FALSE
3,112.98127221581076,0,0.0,10,911.5292176017716,0.3800632066743721,0.12583395795997057,25.093329605911695,0.0,June,4,2,1,18,Returning_Visitor,TRUE,FALSE
26,960.004073879149,0,0.0,15,1244.2024061557133,0.18418736968987526,0.3708598607244619,0.0,0.0,June,1,2,2,5,Returning_Visitor,FALSE,FALSE
8,281.87712067172987,0,10.762272045560731,5,237.0131645589449,0.2145599793510039,0.19101547651749384,0.0,0.0,June,2,10,1,12,Returning_Visitor,FALSE,FALSE
3,119.73834252595655,1,55.15879429902434,22,1572.2768377110956,0.03538954356657288,0.2676376135466771,0.0,0.0,Nov,4,5,3,1,Returning_Visitor,FALSE,TRUE
0,10.249627289245302,1,55.11042358385557,9,668.6051397533139,0.12207461737659377,0.39677472592470975,0.0,0.0,Jul,2,2,2,2,Returning_Visitor,FALSE,FALSE
4,139.7063717192512,0,28.925890458849153,10,861.1557341437638,0.24420784977237647,0.05572707052485358,0.0,0.0,May,4,1,1,2,Returning_Visitor,TRUE,FALSE
2,70.62265251314147,0,0.0,10,892.9481577419552,0.1512243754161559,0.23148169097296253,0.0,0.0,Oct,3,1,2,10,Returning_Visitor,FALSE,FALSE
10,341.01301974513314,0,0.0,32,2315.1373772172315,0.008407818213528937,0.00619419130777229,0.0,0.8,Feb,2,2,4,4,Returning_Visitor,TRUE,TRUE
4,152.73541976320288,0,0.0,12,873.6382267351315,0.18545607489881347,0.23339859219009806,0.0,0.0,Jul,1,3,4,13,Returning_Visitor,FALSE,TRUE
0,0.0,0,27.250850598981796,51,3946.065053778405,0.059344718545081054,0.25456975834925155,12.409881621012037,0.4,Aug,1,2,1,1,New_Visitor,TRUE,FALSE
2,126.86781036462693,0,0.0,21,1532.5284545233137,0.020289500557201124,0.23435437383751892,0.0,0.8,Feb,4,7,1,1,Returning_Visitor,FALSE,FALSE
2,68.4608582322638,2,152.20943449794487,18,1239.2010967035746,0.020327577302235292,0.3112048630806469,0.0,0.4,Jul,1,1,2,1,New_Visitor,FALSE,FALSE
22,760.4892464511854,0,21.901960941512208,7,615.9218637878289,0.08518204161225043,0.09193646933086046,0.0,0.0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
1,32.023286462571946,0,21.90854272583458,18,1423.7800604883973,0.09056880790784673,0.18054015374424015,0.0,0.0,Sep,1,1,3,13,Returning_Visitor,FALSE,TRUE
3,125.05992890490792,0,0.0,33,2577.0481169525915,0.04541811222990852,0.03609752176052219,0.0,0.0,Oct,1,1,5,1,Returning_Visitor,TRUE,FALSE
1,50.09886048501889,0,0.0,10,731.8769696875482,0.1070370866261307,0.2602593325806013,0.0,0.4,Mar,4,3,1,2,Returning_Visitor,TRUE,TRUE
2,70.33366896629785,0,77.93645692376077,7,575.2544109697347,0.251179886240177,0.053078512108186066,0.0,0.6,Nov,1,2,1,17,Returning_Visitor,TRUE,TRUE
0,0.0,0,38.26723594484041,42,3050.078048542013,0.18510710393104438,0.20730563659454884,0.0,0.0,Sep,1,1,2,1,Returning_Visitor,FALSE,FALSE
3,84.9951843271559,0,50.55108963969027,22,1583.442876936912,0.0836770463248383,0.18366711033374497,26.458873964439185,0.0,Dec,5,5,7,10,Returning_Visitor,FALSE,FALSE
5,175.04609466543977,0,0.0,18,1392.8740670079053,0.2994527996652492,0.1704023969540606,0.0,0.8,Feb,3,1,1,2,Returning_Visitor,FALSE,FALSE
1,43.33638692675786,0,0.0,20,1549.5932876173583,0.21206560633748425,0.2762541982596697,0.0,0.0,Mar,3,1,2,1,Returning_Visitor,TRUE,FALSE
11,342.6824947208313,0,29.023984593329576,28,2176.962201099799,0.04260990275198712,0.2810253202270492,0.0,0.0,Oct,2,1,1,1,New_Visitor,FALSE,FALSE
10,370.24616624421174,1,91.21000708328113,10,693.9113090950217,0.018469106703364595,0.18775099960969246,27.879725527773015,0.0,May,2,5,1,1,New_Visitor,FALSE,FALSE
0,11.482559116712165,0,31.39602880603149,40,3084.005717290697,0.1259801214302631,0.10213866504502389,0.0,0.2,Feb,4,1,1,17,New_Visitor,TRUE,TRUE
10,344.78003397235744,0,20.377198438882083,39,2956.240451739905,0.028759804341583557,0.33758223649391234,0.0,0.0,Jul,1,3,3,8,Returning_Visitor,FALSE,FALSE
3,106.57032940447444,1,72.71128336180863,11,961.3960360069174,0.3816044130977274,0.13399887532255067,0.0,0.0,Nov,1,1,2,1,New_Visitor,TRUE,FALSE
2,53.75988285320058,3,196.00802345866387,6,482.94120632706324,0.013247398488812817,0.06530149477638873,0.0,0.2,Sep,1,3,1,2,Returning_Visitor,FALSE,FALSE
8,283.3928734411841,0,24.078694702005965,50,3902.27063412431,0.3127460896440713,0.08085715751943051,0.0,0.0,Jul,1,3,2,18,Returning_Visitor,FALSE,TRUE
4,100.01264737642555,1,51.45304179752261,19,1471.222993035736,0.2348480537662093,0.22030454032205932,0.0,0.0,May,4,2,2,1,Returning_Visitor,FALSE,FALSE
0,20.930002427020202,0,38.64861449564879,16,1176.180533903399,0.21981667430296703,0.10959802006037699,0.0,0.2,Oct,4,1,2,1,Returning_Visitor,FALSE,FALSE
9,311.8620517089653,0,29.146683944071313,13,985.2163811306714,0.49836668223811226,0.19970645608182278,0.0,0.0,Sep,2,4,8,1,Returning_Visitor,FALSE,FALSE
2,33.330482939350134,0,0.0,4,205.00456971848445,0.3051263437863038,0.29818801383682586,0.0,0.0,Jul,1,1,1,13,Returning_Visitor,FALSE,FALSE
5,197.40443146500547,0,4.043629469988509,18,1323.3378116351985,0.2152493884160413,0.1725998544342121,0.0,0.0,Mar,1,2,2,14,Returning_Visitor,TRUE,FALSE
10,341.95988388975366,0,0.0,23,1771.5162171751701,0.034460097942683454,0.10865763479302572,0.0,0.0,May,3,2,2,3,Returning_Visitor,FALSE,FALSE
8,270.1563693484199,0,0.0,13,1133.7304664287958,0.1913221121367127,0.4012775618118527,33.017410048789216,0.2,Oct,3,2,1,1,Returning_Visitor,FALSE,FALSE
7,237.5891167894045,0,13.045101526423768,11,799.2817368290616,0.05723211426773365,0.25136438239136905,0.0,0.0,Feb,3,6,2,5,Returning_Visitor,FALSE,TRUE
6,200.12877652204537,0,47.94606695600484,13,1126.6724292798638,0.08579051589019,0.13815546989437147,0.0,0.6,Jul,8,3,8,1,New_Visitor,FALSE,FALSE
1,47.96380606290943,0,0.0,13,964.7321853462649,0.1283863118104049,0.11069455656173897,0.0,0.0,June,1,2,1,2,Returning_Visitor,FALSE,FALSE
3,103.16209233050138,0,28.27775672102196,52,3965.277915707351,0.1271314544015998,0.40954708637635234,0.0,0.6,Jul,4,2,9,3,Returning_Visitor,FALSE,FALSE
4,132.39310165677426,0,33.22024601853107,18,1068.8809948052342,0.020128842179865325,0.3187424367468006,0.0,0.4,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
12,414.54158232843156,2,133.21933678587166,20,1567.7927767127794,0.18073459435753653,0.20109855838214596,0.0,0.6,Feb,1,8,3,3,New_Visitor,TRUE,FALSE
3,130.5611902632431,0,0.0,5,633.4959016406576,0.16763944945310785,0.08302253945063776,0.0,0.0,Aug,1,4,1,14,New_Visitor,FALSE,FALSE
4,127.57083261914828,0,9.064070796147195,6,597.3929771565554,0.060674974398703146,0.20737286277251013,0.0,0.0,Sep,1,4,3,2,Returning_Visitor,FALSE,FALSE
6,209.17886204872417,0,0.0,16,1219.1713023631514,0.16154802375509417,0.3708961344223685,0.0,0.0,May,2,3,4,2,Returning_Visitor,FALSE,FALSE
3,85.89803650001744,0,0.0,26,1911.3274866387599,0.11839621584102736,0.6857594876039038,0.0,0.0,Jul,3,2,4,8,Returning_Visitor,FALSE,FALSE
7,270.7944301602906,0,22.08062088529936,13,1040.2238113194144,0.1800156713043689,0.2003122177759395,0.0,0.0,Mar,1,1,1,4,Returning_Visitor,FALSE,FALSE
9,302.75248472333396,0,13.075934856807825,25,1884.239583889808,0.3247551146841677,0.08456938119303314,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE
6,241.45041860005176,0,0.0,16,1130.6445738545772,0.1001584161202973,0.22316734759545853,0.0,0.0,June,7,1,4,1,Returning_Visitor,FALSE,FALSE
1,84.6121936874205,0,0.0,11,818.9313082170661,0.14943069584743113,0.49652185794042697,0.0,0.8,Oct,1,1,1,2,Returning_Visitor,FALSE,FALSE
0,14.909787015132991,0,44.961675586618576,12,932.407384126116,0.11955620954780101,0.18964718125047011,0.0,0.0,Feb,3,4,3,17,Returning_Visitor,FALSE,FALSE
4,127.46854018696723,0,6.2356877371236115,20,1556.4644155703263,0.25154754850463124,0.21726004693258735,0.0,0.8,Nov,3,6,2,2,Returning_Visitor,FALSE,FALSE
11,366.55986444127575,0,0.0,13,925.347829320834,0.15900570777176687,0.21669629918207486,7.398356667752154,0.0,Nov,1,1,3,3,Returning_Visitor,TRUE,FALSE
